Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
rapidbreath,asthma_core,,yesno,Rapid breathing sessions from time to time?,,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='SYMP:0000683'
tightchest,asthma_core,,yesno,Complaining of a tight chest or sore chest?,,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='SYMP:0000576'
diffbreathe,asthma_core,,yesno,"Complain of difficulty breathing OR (if infant) working harder to breathe (nostrils flaring, skin is sucking in around and between ribs or above the sternum, or exaggerated belly movement)?",,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='HP:0002094'
whistlebreath,asthma_core,,yesno,Making a whistling sound when breathing in or out?,,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='HP:0030828'
difficultfeeding,asthma_core,,yesno,Difficulty eating OR (if infant) difficult sucking?,,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='NCIT:C104326'
emerdiffbreath,asthma_core,,yesno,Has the participant ever required emergency medical care or hospitalisation for difficulty breathing?,,,,,,,,y,,,,, @ONTOLOGY='NCIT:C25179'
asthma_version,asthma_core,,descriptive,"Asthma - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
dyslip_collectdate,dyslipidemia_core,,text,Collection date for dyslipidemia information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
dyslipidemia,dyslipidemia_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>DYSLIPIDEMIA</strong></p>",yesno,Has a doctor or healthcare worker ever told the participant that he/she has dyslipidemia?,,,,,,,,y,,,,, @ONTOLOGY='HP:0003611'
dyslip_age,dyslipidemia_core,,text,(If Yes) At what age was the participant first told this?,,Provide age in years.,integer,0,99,,[dyslipidemia] = '1',y,,,,, @ONTOLOGY='EFO:0004918'
dyslip_labtest,dyslipidemia_core,,yesno,Was it confirmed with a laboratory test?,,,,,,,[dyslipidemia] = '1',y,,,,,
dyslip_meds,dyslipidemia_core,,radio,Has the participant ever taken medication for dyslipidemia?,"1, Yes now | 2, Yes not now | 0, No",,,,,,[dyslipidemia] = '1',y,,,,, @ONTOLOGY='MAXO:0000189'
dyslip_medage,dyslipidemia_core,,text,(If Yes) At what age did the participant start taking medication for dyslipidemia?,,Provide age in years.,integer,0,99,,[dyslipidemia] = '1' and [dyslip_meds] = '1',y,,,,, @ONTOLOGY='OPMI:0004500'
dyslipidemia_core_version,dyslipidemia_core,,descriptive,"Dyslipidemia - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
cancer_collectdate,cancer_core,,text,Collection date for cancer core information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
cancer,cancer_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>CANCER</strong></p>",yesno,Has the participant ever had cancer?,,,,,,,,y,,,,, @ONTOLOGY='NCIT:C18849'
cancer_num,cancer_core,,text,(If Yes) Specify the number of unrelated cancer diagnoses:,,Number of unrelated cancer diagnoses.,integer,,,,[cancer] = '1',y,,,,, @ONTOLOGY='NCIT:C18849'
cancer_types,cancer_core,,checkbox,(If Yes) Specify the cancer type/s:,"1, Bone | 2, Brain | 3, Breast | 4, Cervix | 5, Colon/Rectum | 6, Endometrium | 7, Ovary | 8, Lung | 9, Lymphatic System | 10, Ovary | 11, Pancreas | 12, Prostate | 13, Skin | 14, Thyroid | 777, Other",,,,,,[cancer] = '1',y,,,,, @ONTOLOGY='NCIT:C16213'
cancer_types_other,cancer_core,,text,(If Other) Specify the cancer type:,,,,,,,[cancer_types] = '777',y,,,,, @ONTOLOGY='NCIT:C16213'
cancer_core_version,cancer_core,,text,"Cancer - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
kidney_collectdate,kidney_disease_core,,text,Collection date for kidney information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
kidneyfail,kidney_disease_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>KIDNEY DISEASE HISTORY</strong></p>",radio,Has a doctor or healthcare worker ever told the participant that he/she had kidney failure?,"1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,, @ONTOLOGY='HP:000008'
kidneyfail_age,kidney_disease_core,,text,How old was the participant when this was first noted?,,Provide age in years.,integer,0,99,,[kidneyfail] = '1',y,,,,, @ONTOLOGY='OPMI:0004482'
kidneyswork,kidney_disease_core,,radio,(If Yes) Are one or both kidneys working well now?,"1, Yes, both kidneys working well | 2, Yes, one kidney working well | 0, No, neither kidneys working well | -992, Don't know",,,,,,[kidneyfail] = '1',y,,,,, @ONTOLOGY='SCDO:0000567'
renaldialysis_past,kidney_disease_core,,radio,Has the participant previously been on renal dialysis?,"1, Yes | 0, No | -992, Don't know",,,,,,[kidneyfail] = '1',y,,,,, @ONTOLOGY='MAXO:0000601'
kidneytransplant,kidney_disease_core,,radio,Has the participant ever had a kidney transplant?,"1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,, @ONTOLOGY='EFO:0010134'
kidneyfamhist,kidney_disease_core,,radio,Has anyone in the participant's family either had kidney disease or died from it?,"1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,, @ONTOLOGY='GECKO:0000132'
kidneyfamtype,kidney_disease_core,,yesno,(If Yes) Is the type of kidney disease known?,,,,,,,[kidneyfamhist] = '1',y,,,,, @ONTOLOGY='GECKO:0000132'
kidneyfamspec,kidney_disease_core,,text,(If Yes) Specify kidney disease:,,,,,,,[kidneyfamhist] = '1',y,,,,, @ONTOLOGY='GECKO:0000132'
kidneycomp,kidney_disease_core,,radio,Has a doctor ever told the participant that his/her kidneys have compromised function?,"1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,, @ONTOLOGY='NCIT:C164220'
kidneydisease,kidney_disease_core,,radio,Has a doctor or healthcare worker told the participant that he/she has a kidney disease?,"1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,, @ONTOLOGY='DOID:557'
kidney_core_version,kidney_disease_core,,descriptive,"Kidney Disease - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
strokehist_collectdate,stroke_history_core,,text,Collection date for stroke information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
stroke,stroke_history_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>STROKE HISTORY</strong></p>",yesno,Was the participant ever told by a doctor or healthcare worker he/she had a stroke?,,,,,,,,y,,,,, @ONTOLOGY='HP:0001297'
tia,stroke_history_core,,yesno,"Was the participant ever told by a doctor or healthcare worker he/she had a TIA, ministroke, or transient ischemic attack?",,,,,,,,y,,,,, @ONTOLOGY='HP:0002326'
tia_lasted,stroke_history_core,,radio,"If yes, how long did the weakness last?","1, A few minutes | 2, Less than 15 minutes | 3, Less than an hour | 4, A few hours | 5, More than a day",,,,,,[tia]='1',y,,,,, @ONTOLOGY='HP:0002326'
weak_oneside,stroke_history_core,,yesno,Has the participant ever had a sudden painless  weakness on one side of his/her body?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000340'
numb_oneside,stroke_history_core,,yesno,Has the participant ever had a sudden numbness or a dead feeling on one side of his/her body?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000340'
lost_vision,stroke_history_core,,yesno,Has the participant ever had a sudden painless loss of  vision in one or both eyes?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000340'
half_vision,stroke_history_core,,yesno,Has the participant ever suddenly lost one half of his/her  vision?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000340'
lost_understand,stroke_history_core,,yesno,Has the participant ever suddenly lost the ability to understand what people are saying?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000340'
lost_verbal,stroke_history_core,,yesno,Has the participant ever suddenly lost the ability to express himself/herself verbally or in writing?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000340'
stroke_core_version,stroke_history_core,,descriptive,"Stroke - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
cvd_core_collectdate,cardiovascular_disease_core,,text,Collection date for cardiovascular disease information:,,DD-MM-YYYY,date_dmy,,,,[agecalc]>18,y,,,,, @ONTOLOGY='NCIT:C81286'
atrialfib,cardiovascular_disease_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>ARRYTHMIA</strong></p>",yesno,Has a doctor or healthcare worker ever told the participant they have a heart rhythm problem called atrial fibrillation?,,,,,,,[agecalc]>18,y,,,,, @ONTOLOGY='HP:0005110'
atrialfib_date,cardiovascular_disease_core,,text,(If Yes) Provide date of diagnosis:,,DD-MM-YYYY,date_dmy,,,,[atrialfib] = '1' and [agecalc]>18,y,,,,, @ONTOLOGY='EFO:0004953'
atrialfib_hosp,cardiovascular_disease_core,,yesno,Did the participant go to a hospital/clinic or see a doctor regarding the matter?,,,,,,,[atrialfib] = '1' and [agecalc]>18,y,,,,, @ONTOLOGY='SCDO_0000573'
pacemaker,cardiovascular_disease_core,,yesno,Has the participant had a permanent pacemaker inserted?,,,,,,,[agecalc]>18,y,,,,, @ONTOLOGY='NCIT:C80434'
pacemaker_yr,cardiovascular_disease_core,,text,(If Yes) What year was the participant's pacemaker inserted?,,YYYY,integer,1940,2022,,[pacemaker] = '1' and [agecalc]>18,y,,,,, @ONTOLOGY='NCIT:C80434'
anticoagul,cardiovascular_disease_core,Is the participant taking any of the cardiovascular medications below:,radio,Anticoagulants (e.g. Coumadin; Warfarin; etc.),"1, Yes now | 2, Yes not now | 0, No",,,,,,[agecalc]>18,y,,,cardio_drugs,, @ONTOLOGY='MAXO:0000178'
antiarrhthy,cardiovascular_disease_core,,radio,Antiarrhythmics (e.g. Quinidine; Procainamide; Norpace; Disopyramide; etc.),"1, Yes now | 2, Yes not now | 0, No",,,,,,[agecalc]>18,y,,,cardio_drugs,, @ONTOLOGY='MAXO:0000185'
rheumfever,cardiovascular_disease_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>RHEUMATIC FEVER/RHEUMATIC HEART DISEASE</strong></p>",yesno,Has a doctor or healthcare worker ever told the participant they have rheumatic fever (inflammatory rheumatisim)?,,,,,,,[agecalc]>18,y,,,,, @ONTOLOGY='EFO:1001161'
rheumpastyr,cardiovascular_disease_core,,yesno,(If Yes) Has the participant had it in the past 12 months?,,,,,,,[rheumfever] = '1' and [agecalc]>18,y,,,,, @ONTOLOGY='EFO:1001161'
rheummeds,cardiovascular_disease_core,,yesno,Is the participant taking any medication for it?,,,,,,,[rheumfever] = '1' and [agecalc]>18,y,,,,, @ONTOLOGY='NCIT:C168325'
rheumspecifics,cardiovascular_disease_core,,text,(If Yes) Specify the medication being used:,,,,,,,[rheummeds] = '1' and [agecalc]>18,y,,,,, @ONTOLOGY='NCIT:C168325'
cvd_core,cardiovascular_disease_core,,descriptive,"Cardiovascular Disease - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
hiv_collectdate,hiv_core,,text,Collection date for HIV information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
hiv_tested,hiv_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>HIV TESTING</strong></p>",radio,Has the participant ever been tested for HIV?,"1, Yes | 0, No | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='SCDO:0000571'
hiv_testdate,hiv_core,,text,When did the participant have his/her most recent HIV  test?,,DD-MM-YYYY,date_dmy,,,,[hiv_tested] = '1',y,,,,, @ONTOLOGY='NCIT:C83028'
hiv_result,hiv_core,,radio,What was the result of the participant's most recent HIV test? ,"1, Positive | 2, Negative | 3, Indeterminate | 4, Never obtained results | -992, Don't know | -995, Refused to answer",,,,,,[hiv_tested] = '1',y,,,,, @ONTOLOGY='NCIT:C157155'
hiv_tx,hiv_core,,yesno,Is the participant currently on HIV treatment?,,,,,,,[hiv_result] = '2',y,,,,, @ONTOLOGY='NCIT:C16118'
hiv_arv_6mth,hiv_core,,yesno,"(If No) Has the participant recently (past 6 months) been on antiretroviral (ARV) treatment for HIV? 
",,,,,,,[hiv_tx] ='0',,,,,, @ONTOLOGY='NCIT:C16118'
hiv_core_version,hiv_core,,descriptive,"HIV - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
infectdiscore_collectdate,infectious_diseases_core,,text,Collection date for core infectious disease information:,,DD-MM-YYYY,date_dmy,,,,,,,,,, @ONTOLOGY='NCIT:C81286'
tb,infectious_diseases_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>SELF-REPORTED INFECTIOUS DISEASE HISTORY</strong></p>",radio,Has a doctor or healthworker ever told the participant that they have tuberculosis (TB)?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='HP:0032262'
tb_age,infectious_diseases_core,,text,How old was the participant when diagnosed with TB?,,Provide age in years.,integer,0,99,,[tb] = '1',y,,,,, @ONTOLOGY='NCIT:C156420'
malaria,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have malaria?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='EFO:0001068'
malaria_age,infectious_diseases_core,,text,How old was the participant when diagnosed with malaria?,,Provide age in years.,integer,0,99,,[malaria] = '1',y,,,,, @ONTOLOGY='NCIT:C156420'
sleepsick,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have sleeping sickness?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:10112'
sleepsick_age,infectious_diseases_core,,text,How old was the participant when diagnosed with sleeping sickness?,,Provide age in years.,integer,0,99,,[sleepsick] = '1',y,,,,, @ONTOLOGY='NCIT:C156420'
hep_a,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have hepatitis A?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:12549'
hep_a_age,infectious_diseases_core,,text,How old was the participant when diagnosed with hepatitis A?,,Provide age in years.,integer,0,99,,[hep_a] = '1',y,,,,, @ONTOLOGY='NCIT:C156420'
hep_b,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have hepatitis B?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:2043'
hep_b_age,infectious_diseases_core,,text,How old was the participant when diagnosed with hepatitis B?,,Provide age in years.,integer,0,99,,[hep_b] = '1',y,,,,, @ONTOLOGY='NCIT:C156420'
hep_c,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have hepatitis C?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:1883'
hep_c_age,infectious_diseases_core,,text,How old was the participant when diagnosed with hepatitis C?,,Provide age in years.,integer,0,99,,[hep_c] = '1',y,,,,, @ONTOLOGY='NCIT:C156420'
measles,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have measles?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:8622'
measles_age,infectious_diseases_core,,text,How old was the participant when diagnosed with measles?,,Provide age in years.,integer,0,99,,[measles]='1',y,,,,, @ONTOLOGY='NCIT:C156420'
chickpox,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have chickenpox?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:8659'
chickpox_age,infectious_diseases_core,,text,How old was the participant when diagnosed with chickenpox?,,Provide age in years.,integer,0,99,,[chickpox]='1',y,,,,, @ONTOLOGY='NCIT:C156420'
meningitis,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have meningitis?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='HP:0001287'
meningitis_age,infectious_diseases_core,,text,How old was the participant when diagnosed with meningitis?,,Provide age in years.,integer,0,99,,[meningitis]='1',y,,,,, @ONTOLOGY='NCIT:C156420'
covid19,infectious_diseases_core,,radio,Has a doctor or healthworker ever told the participant that they have COVID-19?,"1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,, @ONTOLOGY='DOID:0080600'
covid19_age,infectious_diseases_core,,text,How old was the participant when first diagnosed with COVID-19?,,Provide age in years.,integer,0,99,,[meningitis]='1',y,,,,, @ONTOLOGY='NCIT:C156420'
infectdiscore_version,infectious_diseases_core,,descriptive,"Infectious Diseases - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
fam_comp_collectdate,family_composition,,text,Collection date of family composition information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
family_rel_terms,family_composition,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY COMPOSITION</strong></p>",checkbox,It has been confirmed that the participant understands the following family relational terms:,"1, Biological | 2, Adopted | 3, Nuclear | 4, Extended",,,,,,,y,,,,, @ONTOLOGY='GECKO:0000066'
bio_siblings,family_composition,,radio,"Does the participant have biological siblings with whom they share at least one parent? (half siblings and those who have passed away are included)	","1, Yes | 0, No | -992, Not Sure",,,,,,,y,,,,, @ONTOLOGY='GECKO:0000066'
nonbio_siblings,family_composition,,radio,"Does the participant have 'siblings' with whom they do not share any parents? (those who have passed away are included)	","1, Yes | 0, No | -992, Not Sure",,,,,,,y,,,,, @ONTOLOGY='GECKO:0000066'
num_bio_siblings,family_composition,,text,"How many biological siblings (including those passed away) does the participant have?	",,,integer,0,30,,[bio_siblings]='1',y,,,,, @ONTOLOGY='NCIT_C102469'
adopt_step_children,family_composition,,yesno,"Does the participant have any stepchildren or adopted children?	",,,,,,,,y,,,,, @ONTOLOGY='GECKO:0000066'
num_bio_children,family_composition,,text,"How many biological children does the participant have?	",,,integer,0,30,,,y,,,,, @ONTOLOGY='GECKO:0000066'
nucmems_alive,family_composition,,text,"How many of the participant's nuclear family members are alive?
",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000066'
nucmems_deceased,family_composition,,text,"How many of the participant's nuclear family members have passed away?
",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000066'
nucmems_cause_death,family_composition,,checkbox,(If ANY) Indicate the health conditions that may have contributed to their death/s:,"1, Cancer | 2, Cardiovascular System Disorder | 3, Circulatory System Disorder | 4, Digestive System Disorder | 5, Endocrine System Disorder | 6, Infectious Disease | 7, Integumentary System Disorder | 8, Mental Disorder | 9, Musculoskeletal System Disorder | 10, Nervous System Disorder | 11, Respiratory System Disorder | 777, Other",,,,,,[nucmems_deceased]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_death_other,family_composition,,text,"(If Other) Specify other health condition/s contributing to cause of death/s:	",,,,,,,[nucmems_cause_death(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_death_specify,family_composition,,notes,"If known, provide the specific health condition/s contributing to cause of death/s:	",,,,,,,[nucmems_cause_death(1)]='1' or [nucmems_cause_death(2)]='1' or [nucmems_cause_death(3)]='1' or [nucmems_cause_death(4)]='1' or [nucmems_cause_death(5)]='1' or [nucmems_cause_death(6)]='1' or [nucmems_cause_death(7)]='1' or [nucmems_cause_death(8)]='1' or [nucmems_cause_death(9)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
famhealth_narrative,family_composition,,notes,Provide a brief narrative about the participant's overall nuclear and extended family health:,,,,,,,,y,,,,, @ONTOLOGY='GECKO:0000132'
fam_comp_version,family_composition,,descriptive,"Family Composition  - Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
fam_hist_collectdate,family_history,,text,Collection date of family history information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
num_nucmem_infectdis,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: CHRONIC INFECTIOUS DISEASES</strong></p>",text,How many nuclear family members have had a chronic infectious disease?,,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_infectdis_specify,family_history,,checkbox,"(If ANY) Specify the chronic infectious disease/s:	","1, Hepatitis | 2, HIV | 3, HPV | 4, Malaria | 5, Trypanosomiasis | 6, Tuberculosis | 777, Other",,,,,,[num_nucmem_infectdis]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_infectdis_other,family_history,,text,(If Other) Specify other chronic infectious disease/s:,,,,,,,[nucmem_infectdis_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_infectdis,family_history,,text,"How many extended family members have had a chronic infectious disease?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
num_nucmem_md,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: MENTAL DISORDERS</strong></p>",text,"How many nuclear family members have had a mental disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_md_specify,family_history,,checkbox,"(If ANY) Specify the mental disorder/s:	","1, Anxiety Disorder | 2, Bipolar Disorder | 3, Depression | 4, Eating Disorder | 5, Impulse Control Disorder | 6, Personality Disorder | 7, PTSD | 8, Substance Abuse Disorder | 9, Tourette Syndrome | 777, Other",,,,,,[num_nucmem_md]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_md_other,family_history,,text,"(If Other) Specify other mental disorder/s:	",,,,,,,[nucmem_md_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_md,family_history,,text,"How many extended family members have had a mental disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
num_nucmem_nsd,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: NERVOUS SYSTEM DISORDERS</strong></p>",text,"How many nuclear family members have had a nervous system disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_nsd_specify,family_history,,checkbox,"(If ANY) Specify the nervous system disorder/s:	","1, Alzheimer's | 2, Cerebral Palsy | 3, Dementia | 4, Epilepsy | 5, Motor Neuron Disease | 6, Multiple Sclerosis | 7, Parkinson's | 8, Peripheral Neuropathy | 9, Stroke | 777, Other",,,,,,[num_nucmem_nsd]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_nsd_other,family_history,,text,"(If Other) Specify other nervous system disorder/s:	",,,,,,,[nucmem_nsd_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_nsd,family_history,,text,"How many extended family members have had a nervous system disorder/s?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
num_nucmem_vhd,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: VISION AND HEARING DISORDERS</strong></p>",text,"How many nuclear family members have had a vision or hearing disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_vhd_specify,family_history,,checkbox,"(If ANY) Specify the vision and hearing disorder/s:	","1, Blindness/Visual Impairment | 2, Cataracts | 3, Deafness/Hearing Impairment | 4, Diplopia | 5, Glaucoma | 6, Hyperopia | 7, Myopia | 8, Strabismus | 9, Tinnitus | 10, Vertigo | 777, Other",,,,,,[num_nucmem_vhd]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_vhd_other,family_history,,text,"(If Other) Specify the other vision and/or hearing disorder/s:	",,,,,,,[nucmem_vhd_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_vhd,family_history,,text,"How many extended family members have had a vision or hearing disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
num_nucmem_rsd,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: RESPIRATORY SYSTEM DISORDERS</strong></p>",text,"How many nuclear family members have had a respiratory system disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_rsd_specify,family_history,,checkbox,"(If ANY) Specify the respiratory system disorder/s:	","1, Asthma | 2, Chronic Bronchitis | 3, Chronic Obstructive Pulmonary Disease (COPD) | 4, Cystic Fibrosis | 5, Emphysema | 6, Sleep Apnea | 777, Other",,,,,,[num_nucmem_rsd]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_rsd_other,family_history,,text,"(If Other) Specify the other respiratory system disorder/s:	",,,,,,,[nucmem_rsd_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_rsd,family_history,,text,"How many extended family members have had a respiratory system disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
num_nucmem_cvd,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: CARDIOVASCULAR SYSTEM DISORDERS</strong></p>",text,"How many nuclear family members have had a cardiovascular system disorder/s?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_cvd_specify,family_history,,checkbox,"(If ANY) Specify the cardiovascular system disorder/s:	","1, Arrythmia | 2, Angina | 3, Congenital Heart Disease | 4, Congestive Heart Failure | 5, Hypertension | 6, Ischemic Disease | 7, Heart Attack | 8, Obesity | 9, Peripheral Vascular Disease | 10, Pulmonary Stenosis | 11, Valve Disease | 777, Other",,,,,,[num_nucmem_cvd]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_cvd_other,family_history,,text,"(If Other) Specify other cardiovascular system disorder/s:	",,,,,,,[nucmem_cvd_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_cvd,family_history,,text,"How many extended family members have had a cardiovascular system disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
num_nucmem_dsd,family_history,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>FAMILY HISTORY: DIGESTIVE SYSTEM DISORDERS</strong></p>",text,"How many nuclear family members have had a digestive system disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_dsd_specify,family_history,,checkbox,"(If ANY) Specify the digestive system disorder/s:	","1, Coeliac Disease | 2, Diverticulitis | 3, Gallstones | 4, Gastroesophageal Reflux Disease | 5, Haemorrhoids | 6, Hepato-splenomegaly | 7, Hiatus Hernia | 8, Inflammatory Bowel Disease | 9, Liver Disease | 10, Malabsorption Syndrome | 11, Pancreatic Disease | 12, Peptic Ulcers | 777, Other",,,,,,[num_nucmem_dsd]>0,y,,,,, @ONTOLOGY='GECKO:0000132'
nucmem_dsd_other,family_history,,text,"(If Other) Specify other digestive system disorder/s:	",,,,,,,[nucmem_dsd_specify(777)]='1',y,,,,, @ONTOLOGY='GECKO:0000132'
num_extmem_dsd,family_history,,text,"How many extended family members have had a digestive system disorder?	",,,integer,0,40,,,y,,,,, @ONTOLOGY='GECKO:0000132'
