"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
asthma_tx,asthma_core,,yesno,"(If Yes) Is the participant on any chronic medication for management / treatment of asthma? ",,,,,,,[asthmatic]='1',y,,,,," @ONTOLOGY='MAXO:0000634'"
asthmasymp,asthma_core,,descriptive,"(If No) Does the participant experience any of the following signs and symptoms:",,,,,,,[asthmatic]='0',,,,,,
coughspells,asthma_core,,yesno,"Frequent coughing spells during play, at night or while laughing or crying?",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='HP:0012735'"
chroniccough,asthma_core,,yesno,"A chronic cough in the past 3 months or more? ",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='SYMP:0000686'"
listless,asthma_core,,yesno,"Appear listless / unusually low in energy after physical play? ",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='NCIT:C126920'"
rapidbreath,asthma_core,,yesno,"Rapid breathing sessions from time to time?",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='SYMP:0000683'"
tightchest,asthma_core,,yesno,"Complaining of a tight chest or sore chest?",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='SYMP:0000576'"
diffbreathe,asthma_core,,yesno,"Complain of difficulty breathing OR (if infant) working harder to breathe (nostrils flaring, skin is sucking in around and between ribs or above the sternum, or exaggerated belly movement)?",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='HP:0002094'"
whistlebreath,asthma_core,,yesno,"Making a whistling sound when breathing in or out?",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='HP:0030828'"
difficultfeeding,asthma_core,,yesno,"Difficulty eating OR (if infant) difficult sucking?",,,,,,,[asthmatic]='0',y,,,,," @ONTOLOGY='NCIT:C104326'"
emerdiffbreath,asthma_core,,yesno,"Has the participant ever required emergency medical care or hospitalisation for difficulty breathing?",,,,,,,,y,,,,," @ONTOLOGY='NCIT:C25179'"
asthma_version,asthma_core,,descriptive,"Asthma - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
dyslip_collectdate,dyslipidemia_core,,text,"Collection date for dyslipidemia information:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
dyslipidemia,dyslipidemia_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>DYSLIPIDEMIA</strong></p>",yesno,"Has a doctor or healthcare worker ever told the participant that he/she has dyslipidemia?",,,,,,,,y,,,,," @ONTOLOGY='HP:0003611'"
dyslip_age,dyslipidemia_core,,text,"(If Yes) At what age was the participant first told this?",,"Provide age in years.",integer,0,99,,"[dyslipidemia] = '1'",y,,,,," @ONTOLOGY='EFO:0004918'"
dyslip_labtest,dyslipidemia_core,,yesno,"Was it confirmed with a laboratory test?",,,,,,,"[dyslipidemia] = '1'",y,,,,,
dyslip_meds,dyslipidemia_core,,radio,"Has the participant ever taken medication for dyslipidemia?","1, Yes now | 2, Yes not now | 0, No",,,,,,"[dyslipidemia] = '1'",y,,,,," @ONTOLOGY='MAXO:0000189'"
dyslip_medage,dyslipidemia_core,,text,"(If Yes) At what age did the participant start taking medication for dyslipidemia?",,"Provide age in years.",integer,0,99,,"[dyslipidemia] = '1' and [dyslip_meds] = '1'",y,,,,," @ONTOLOGY='OPMI:0004500'"
dyslipidemia_core_version,dyslipidemia_core,,descriptive,"Dyslipidemia - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
cancer_collectdate,cancer_core,,text,"Collection date for cancer core information:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
cancer,cancer_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>CANCER</strong></p>",yesno,"Has the participant ever had cancer?",,,,,,,,y,,,,," @ONTOLOGY='NCIT:C18849'"
cancer_num,cancer_core,,text,"(If Yes) Specify the number of unrelated cancer diagnoses:",,"Number of unrelated cancer diagnoses.",integer,,,,"[cancer] = '1'",y,,,,," @ONTOLOGY='NCIT:C18849'"
cancer_types,cancer_core,,checkbox,"(If Yes) Specify the cancer type/s:","1, Bone | 2, Brain | 3, Breast | 4, Cervix | 5, Colon/Rectum | 6, Endometrium | 7, Ovary | 8, Lung | 9, Lymphatic System | 10, Ovary | 11, Pancreas | 12, Prostate | 13, Skin | 14, Thyroid | 777, Other",,,,,,"[cancer] = '1'",y,,,,," @ONTOLOGY='NCIT:C16213'"
cancer_types_other,cancer_core,,text,"(If Other) Specify the cancer type:",,,,,,,"[cancer_types] = '777'",y,,,,," @ONTOLOGY='NCIT:C16213'"
cancer_core_version,cancer_core,,text,"Cancer - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
kidney_collectdate,kidney_disease_core,,text,"Collection date for kidney information:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
kidneyfail,kidney_disease_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>KIDNEY DISEASE HISTORY</strong></p>",radio,"Has a doctor or healthcare worker ever told the participant that he/she had kidney failure?","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='HP:000008'"
kidneyfail_age,kidney_disease_core,,text,"How old was the participant when this was first noted?",,"Provide age in years.",integer,0,99,,"[kidneyfail] = '1'",y,,,,," @ONTOLOGY='OPMI:0004482'"
kidneyswork,kidney_disease_core,,radio,"(If Yes) Are one or both kidneys working well now?","1, Yes, both kidneys working well | 2, Yes, one kidney working well | 0, No, neither kidneys working well | -992, Don't know",,,,,,"[kidneyfail] = '1'",y,,,,," @ONTOLOGY='SCDO:0000567'"
renaldialysis_past,kidney_disease_core,,radio,"Has the participant previously been on renal dialysis?","1, Yes | 0, No | -992, Don't know",,,,,,"[kidneyfail] = '1'",y,,,,," @ONTOLOGY='MAXO:0000601'"
kidneytransplant,kidney_disease_core,,radio,"Has the participant ever had a kidney transplant?","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='EFO:0010134'"
kidneyfamhist,kidney_disease_core,,radio,"Has anyone in the participant's family either had kidney disease or died from it?","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='GECKO:0000132'"
kidneyfamtype,kidney_disease_core,,yesno,"(If Yes) Is the type of kidney disease known?",,,,,,,"[kidneyfamhist] = '1'",y,,,,," @ONTOLOGY='GECKO:0000132'"
kidneyfamspec,kidney_disease_core,,text,"(If Yes) Specify kidney disease:",,,,,,,"[kidneyfamhist] = '1'",y,,,,," @ONTOLOGY='GECKO:0000132'"
kidneycomp,kidney_disease_core,,radio,"Has a doctor ever told the participant that his/her kidneys have compromised function?","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='NCIT:C164220'"
kidneydisease,kidney_disease_core,,radio,"Has a doctor or healthcare worker told the participant that he/she has a kidney disease?","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='DOID:557'"
kidney_core_version,kidney_disease_core,,descriptive,"Kidney Disease - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
strokehist_collectdate,stroke_history_core,,text,"Collection date for stroke information:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
stroke,stroke_history_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>STROKE HISTORY</strong></p>",yesno,"Was the participant ever told by a doctor or healthcare worker he/she had a stroke?",,,,,,,,y,,,,," @ONTOLOGY='HP:0001297'"
tia,stroke_history_core,,yesno,"Was the participant ever told by a doctor or healthcare worker he/she had a TIA, ministroke, or transient ischemic attack?",,,,,,,,y,,,,," @ONTOLOGY='HP:0002326'"
tia_lasted,stroke_history_core,,radio,"If yes, how long did the weakness last?","1, A few minutes | 2, Less than 15 minutes | 3, Less than an hour | 4, A few hours | 5, More than a day",,,,,,[tia]='1',y,,,,," @ONTOLOGY='HP:0002326'"
weak_oneside,stroke_history_core,,yesno,"Has the participant ever had a sudden painless  weakness on one side of his/her body?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000340'"
numb_oneside,stroke_history_core,,yesno,"Has the participant ever had a sudden numbness or a dead feeling on one side of his/her body?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000340'"
lost_vision,stroke_history_core,,yesno,"Has the participant ever had a sudden painless loss of  vision in one or both eyes?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000340'"
half_vision,stroke_history_core,,yesno,"Has the participant ever suddenly lost one half of his/her  vision?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000340'"
lost_understand,stroke_history_core,,yesno,"Has the participant ever suddenly lost the ability to understand what people are saying?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000340'"
lost_verbal,stroke_history_core,,yesno,"Has the participant ever suddenly lost the ability to express himself/herself verbally or in writing?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000340'"
stroke_core_version,stroke_history_core,,descriptive,"Stroke - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
cvd_core_collectdate,cardiovascular_disease_core,,text,"Collection date for cardiovascular disease information:",,DD-MM-YYYY,date_dmy,,,,[agecalc]>18,y,,,,," @ONTOLOGY='NCIT:C81286'"
atrialfib,cardiovascular_disease_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>ARRYTHMIA</strong></p>",yesno,"Has a doctor or healthcare worker ever told the participant they have a heart rhythm problem called atrial fibrillation?",,,,,,,[agecalc]>18,y,,,,," @ONTOLOGY='HP:0005110'"
atrialfib_date,cardiovascular_disease_core,,text,"(If Yes) Provide date of diagnosis:",,DD-MM-YYYY,date_dmy,,,,"[atrialfib] = '1' and [agecalc]>18",y,,,,," @ONTOLOGY='EFO:0004953'"
atrialfib_hosp,cardiovascular_disease_core,,yesno,"Did the participant go to a hospital/clinic or see a doctor regarding the matter?",,,,,,,"[atrialfib] = '1' and [agecalc]>18",y,,,,," @ONTOLOGY='SCDO_0000573'"
pacemaker,cardiovascular_disease_core,,yesno,"Has the participant had a permanent pacemaker inserted?",,,,,,,[agecalc]>18,y,,,,," @ONTOLOGY='NCIT:C80434'"
pacemaker_yr,cardiovascular_disease_core,,text,"(If Yes) What year was the participant's pacemaker inserted?",,YYYY,integer,1940,2022,,"[pacemaker] = '1' and [agecalc]>18",y,,,,," @ONTOLOGY='NCIT:C80434'"
anticoagul,cardiovascular_disease_core,"Is the participant taking any of the cardiovascular medications below:",radio,"Anticoagulants (e.g. Coumadin; Warfarin; etc.)","1, Yes now | 2, Yes not now | 0, No",,,,,,[agecalc]>18,y,,,cardio_drugs,," @ONTOLOGY='MAXO:0000178'"
antiarrhthy,cardiovascular_disease_core,,radio,"Antiarrhythmics (e.g. Quinidine; Procainamide; Norpace; Disopyramide; etc.)","1, Yes now | 2, Yes not now | 0, No",,,,,,[agecalc]>18,y,,,cardio_drugs,," @ONTOLOGY='MAXO:0000185'"
rheumfever,cardiovascular_disease_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>RHEUMATIC FEVER/RHEUMATIC HEART DISEASE</strong></p>",yesno,"Has a doctor or healthcare worker ever told the participant they have rheumatic fever (inflammatory rheumatisim)?",,,,,,,[agecalc]>18,y,,,,," @ONTOLOGY='EFO:1001161'"
rheumpastyr,cardiovascular_disease_core,,yesno,"(If Yes) Has the participant had it in the past 12 months?",,,,,,,"[rheumfever] = '1' and [agecalc]>18",y,,,,," @ONTOLOGY='EFO:1001161'"
rheummeds,cardiovascular_disease_core,,yesno,"Is the participant taking any medication for it?",,,,,,,"[rheumfever] = '1' and [agecalc]>18",y,,,,," @ONTOLOGY='NCIT:C168325'"
rheumspecifics,cardiovascular_disease_core,,text,"(If Yes) Specify the medication being used:",,,,,,,"[rheummeds] = '1' and [agecalc]>18",y,,,,," @ONTOLOGY='NCIT:C168325'"
cvd_core,cardiovascular_disease_core,,descriptive,"Cardiovascular Disease - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
hiv_collectdate,hiv_core,,text,"Collection date for HIV information:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
hiv_tested,hiv_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>HIV TESTING</strong></p>",radio,"Has the participant ever been tested for HIV?","1, Yes | 0, No | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='SCDO:0000571'"
hiv_testdate,hiv_core,,text,"When did the participant have his/her most recent HIV  test?",,DD-MM-YYYY,date_dmy,,,,"[hiv_tested] = '1'",y,,,,," @ONTOLOGY='NCIT:C83028'"
hiv_result,hiv_core,,radio,"What was the result of the participant's most recent HIV test? ","1, Positive | 2, Negative | 3, Indeterminate | 4, Never obtained results | -992, Don't know | -995, Refused to answer",,,,,,"[hiv_tested] = '1'",y,,,,," @ONTOLOGY='NCIT:C157155'"
hiv_tx,hiv_core,,yesno,"Is the participant currently on HIV treatment?",,,,,,,"[hiv_result] = '2'",y,,,,," @ONTOLOGY='NCIT:C16118'"
hiv_arv_6mth,hiv_core,,yesno,"(If No) Has the participant recently (past 6 months) been on antiretroviral (ARV) treatment for HIV? 
",,,,,,,"[hiv_tx] ='0'",,,,,," @ONTOLOGY='NCIT:C16118'"
hiv_core_version,hiv_core,,descriptive,"HIV - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
infectdiscore_collectdate,infectious_diseases_core,,text,"Collection date for core infectious disease information:",,DD-MM-YYYY,date_dmy,,,,,,,,,," @ONTOLOGY='NCIT:C81286'"
tb,infectious_diseases_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>SELF-REPORTED INFECTIOUS DISEASE HISTORY</strong></p>",radio,"Has a doctor or healthworker ever told the participant that they have tuberculosis (TB)?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='HP:0032262'"
tb_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with TB?",,"Provide age in years.",integer,0,99,,"[tb] = '1'",y,,,,," @ONTOLOGY='NCIT:C156420'"
malaria,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have malaria?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='EFO:0001068'"
malaria_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with malaria?",,"Provide age in years.",integer,0,99,,"[malaria] = '1'",y,,,,," @ONTOLOGY='NCIT:C156420'"
sleepsick,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have sleeping sickness?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:10112'"
sleepsick_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with sleeping sickness?",,"Provide age in years.",integer,0,99,,"[sleepsick] = '1'",y,,,,," @ONTOLOGY='NCIT:C156420'"
hep_a,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have hepatitis A?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:12549'"
hep_a_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with hepatitis A?",,"Provide age in years.",integer,0,99,,"[hep_a] = '1'",y,,,,," @ONTOLOGY='NCIT:C156420'"
hep_b,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have hepatitis B?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:2043'"
hep_b_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with hepatitis B?",,"Provide age in years.",integer,0,99,,"[hep_b] = '1'",y,,,,," @ONTOLOGY='NCIT:C156420'"
hep_c,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have hepatitis C?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:1883'"
hep_c_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with hepatitis C?",,"Provide age in years.",integer,0,99,,"[hep_c] = '1'",y,,,,," @ONTOLOGY='NCIT:C156420'"
measles,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have measles?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:8622'"
measles_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with measles?",,"Provide age in years.",integer,0,99,,[measles]='1',y,,,,," @ONTOLOGY='NCIT:C156420'"
chickpox,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have chickenpox?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:8659'"
chickpox_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with chickenpox?",,"Provide age in years.",integer,0,99,,[chickpox]='1',y,,,,," @ONTOLOGY='NCIT:C156420'"
meningitis,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have meningitis?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='HP:0001287'"
meningitis_age,infectious_diseases_core,,text,"How old was the participant when diagnosed with meningitis?",,"Provide age in years.",integer,0,99,,[meningitis]='1',y,,,,," @ONTOLOGY='NCIT:C156420'"
covid19,infectious_diseases_core,,radio,"Has a doctor or healthworker ever told the participant that they have COVID-19?","1, Yes | 0, No | -992, Don't know | -995, Refused",,,,,,,y,,,,," @ONTOLOGY='DOID:0080600'"
covid19_age,infectious_diseases_core,,text,"How old was the participant when first diagnosed with COVID-19?",,"Provide age in years.",integer,0,99,,[meningitis]='1',y,,,,," @ONTOLOGY='NCIT:C156420'"
infectdiscore_version,infectious_diseases_core,,descriptive,"Infectious Diseases - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
malaria_signs_collectdate,malaria_signs_and_symptoms,,text,"Collection date of malaria signs and symptoms:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
std_abdominal_pain,malaria_signs_and_symptoms,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MALARIA SIGNS AND SYMPTOMS</strong></p>",radio,"Abdominal Pain","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000457'"
chills,malaria_signs_and_symptoms,,radio,Chills:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0019174'"
cough,malaria_signs_and_symptoms,,radio,Cough:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000614'"
type_of_cough,malaria_signs_and_symptoms,,radio,"(If Cough) Type of cough:","1, Dry Cough | 2, Wet Cough (cough with mucous)",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000614'"
diarrhea,malaria_signs_and_symptoms,,radio,Diarrhea:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000570'"
fatigue,malaria_signs_and_symptoms,,radio,Fatigue:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0019177'"
fever,malaria_signs_and_symptoms,,radio,Fever:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000613'"
headache,malaria_signs_and_symptoms,,radio,Headache:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000504'"
jaundice,malaria_signs_and_symptoms,,radio,Jaundice:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000539'"
malaise,malaria_signs_and_symptoms,,radio,Malaise:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0019176'"
muscle_pain,malaria_signs_and_symptoms,,radio,"Muscle pain:","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0019161'"
myalgia_joint_pain,malaria_signs_and_symptoms,,radio,"Myalgia (joint pain):","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='NCIT:C27009'"
nausea_vomiting,malaria_signs_and_symptoms,,radio,Nausea/vomiting:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000458'"
tachypnoea,malaria_signs_and_symptoms,,radio,"Tachypnoea (fast breathing) (age appropriate):","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000683'"
tachycardia,malaria_signs_and_symptoms,,radio,"Tachycardia (age appropriate):","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000529'"
other_malaria_symps,malaria_signs_and_symptoms,,radio,"Other symptom/s:","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,,
other_malaria_symptoms,malaria_signs_and_symptoms,,notes,"(If Other) Specify symptom/s:",,,,,,,,y,,,,,
malaria_symptoms_version,malaria_signs_and_symptoms,,descriptive,"Malaria Signs and Symptoms - Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
malaria_collectdate,malaria_exposure_and_treatment,,text,"Collection date for malaria information:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
malaria_region,malaria_exposure_and_treatment,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MALARIA EXPOSURE</strong></p>",yesno,"Does the participant live in a malaria endemic region?",,,,,,,,y,,,,,
malaria_net_insecticide,malaria_exposure_and_treatment,,radio,"How often does the participant use a mosquito net or insecticide?","1, Consistently | 2, Intermittently | 3, Rarely",,,,,,[malaria]='1',y,,,,," @ONTOLOGY='SCDO:0000709'"
malaria_prophylaxis,malaria_exposure_and_treatment,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MALARIA CONTROL</strong></p>",yesno,"Has the participant previously taken malaria chemoprohylaxis?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000600'"
malaria_prophylaxis_type,malaria_exposure_and_treatment,,checkbox,"(If Yes) What type of malaria chemoprophylaxis was taken?","1, Atovaquone-Proguaril | 2, Chloroquine | 3, Doxycycline | 4, Mefloquine | 5, Primaquine | 777, Other",,,,,,[malaria_prophylaxis]='1',y,,,,," @ONTOLOGY='SCDO:1000600'"
malaria_prophylaxis_other,malaria_exposure_and_treatment,,text,"(If Other) Specify other malaria chemoprophylaxis taken:",,,,,,,[malaria_prophylaxis_type]='777',y,,,,," @ONTOLOGY='SCDO:1000600'"
malaria_tx_previous,malaria_exposure_and_treatment,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MALARIA TREATMENT</strong></p>",yesno,"Has the participant previously taken treatment for malaria?",,,,,,,[malaria]='1',y,,,,," @ONTOLOGY='EUPATH:0000740'"
malaria_tx_current,malaria_exposure_and_treatment,,yesno,"Is the participant currently on malaria treatment?",,,,,,,[malaria]='1',y,,,,," @ONTOLOGY='EUPATH:0000740'"
sickle_cell_carrier,malaria_exposure_and_treatment,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>SICKLE CELL DISEASE</strong></p>",radio,"Is the participant a Sickle Cell Disease carrier?","1, Yes | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SCDO:0001055'"
sickle_cell_diag,malaria_exposure_and_treatment,,yesno,"Has the participant been diagnosed with Sickle Cell Disease?",,,,,,,,y,,,,," @ONTOLOGY='SCDO:1000106'"
malaria_version,malaria_exposure_and_treatment,,descriptive,"Malaria Exposure and Treatment - Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
malaria_spec_collectdate,malaria_testing,,text,"Specimen collection date for malaria test:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
malaria_test_type,malaria_testing,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MALARIA TESTING</strong></p>",radio,"Malaria Test Type:","1, Smear | 2, PCR | 3, RDT",,,,,,,y,,,,," @ONTOLOGY='NCIT:C173270'"
malaria_test_result,malaria_testing,,radio,"Malaria Test Result:","1, Falciparum | 2, Malariae | 3, Ovale | 4, Vivax | 777, Other species | 6, Negative | 7, Not Determined",,,,,,,y,,,,," @ONTOLOGY='EFO:0001068'"
malaria_test_other,malaria_testing,,text,"(If Other Species) Specify other malaria species:",,,,,,,[malaria_test_result]='777',y,,,,," @ONTOLOGY='EFO:0001068'"
malaria_test_version,malaria_testing,,descriptive,"Malaria Testing - Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
tryp_signs_collectdate,trypanosomiasis_signs_and_symptoms,,text,"Collection date of sleeping sickness signs and symptoms:",,DD-MM-YYYY,date_dmy,,,,,y,,,,," @ONTOLOGY='NCIT:C81286'"
confusion,trypanosomiasis_signs_and_symptoms,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>TRYPANOSOMIASIS SIGNS AND SYMPTOMS</strong></p>",radio,Confusion:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000016'"
fatigue_2,trypanosomiasis_signs_and_symptoms,,radio,Fatigue:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0019177'"
fever_2,trypanosomiasis_signs_and_symptoms,,radio,Fever:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000613'"
headache_2,trypanosomiasis_signs_and_symptoms,,radio,Headache:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000504'"
insomnia,trypanosomiasis_signs_and_symptoms,,radio,Insomnia:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000571'"
irritability,trypanosomiasis_signs_and_symptoms,,radio,Irritability:,"1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0000654'"
muscle_pain_2,trypanosomiasis_signs_and_symptoms,,radio,"Muscle pain:","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='SYMP:0019161'"
myalgia_joint_pain_2,trypanosomiasis_signs_and_symptoms,,radio,"Myalgia (joint pain):","1, Yes (ongoing) | 2, Yes (previously) | 0, No | -992, Don't know",,,,,,,y,,,,," @ONTOLOGY='NCIT:C27009'"
